X,Y,Z
-15.52662737,-16.86443078,-33.65244921
-15.58072112,-16.87911454,-33.68175022
-15.63492831,-16.89384462,-33.71114363
-15.68924939,-16.9086211,-33.74062964
-15.74368477,-16.9234441,-33.77020847
-15.7982349,-16.93831371,-33.79988031
-15.8529002,-16.95323003,-33.82964537
-15.9076811,-16.96819317,-33.85950387
-15.96257805,-16.98320324,-33.88945599
-16.01759148,-16.99826034,-33.91950197
-16.07272182,-17.01336458,-33.949642
-16.12796953,-17.02851606,-33.97987631
-16.18333505,-17.04371488,-34.0102051
-16.23881881,-17.05896117,-34.04062859
-16.29442126,-17.07425502,-34.071147
-16.35014286,-17.08959655,-34.10176055
-16.40598404,-17.10498587,-34.13246945
-16.46194527,-17.12042308,-34.16327393
-16.518027,-17.13590831,-34.19417422
-16.57422968,-17.15144166,-34.22517053
-16.63055376,-17.16702324,-34.2562631
-16.68699971,-17.18265317,-34.28745214
-16.74356799,-17.19833157,-34.3187379
-16.80025906,-17.21405854,-34.35012059
-16.85707338,-17.22983421,-34.38160045
-16.91401141,-17.2456587,-34.41317772
-16.97107364,-17.26153211,-34.44485263
-17.02826052,-17.27745457,-34.47662541
-17.08557253,-17.29342621,-34.50849631
-17.14301013,-17.30944713,-34.54046555
-17.20057382,-17.32551746,-34.5725334
-15.54130997,-16.92095628,-33.6842723
-15.59545005,-16.93568404,-33.71359062
-16.08787249,-17.07033799,-33.98164404
-16.14316759,-17.08553524,-34.01189696
-16.1985806,-17.10078002,-34.04224449
-16.36553155,-17.14680064,-34.13385699
-16.53355983,-17.19325299,-34.22632892
-16.64618324,-17.22446256,-34.28845731
-16.81603438,-17.27164123,-34.38237511
-16.87289755,-17.28746506,-34.41387536
-16.92988455,-17.30333789,-34.44547314
-16.98699586,-17.31925984,-34.47716871
